device_id,time,distance,noise
833,2025-02-15 08:53:47,308.0,False
833,2025-02-15 08:58:47,304.0,False
833,2025-02-15 09:11:53,292.0,False
833,2025-02-15 09:16:53,288.0,False
833,2025-02-15 09:21:53,284.0,False
833,2025-02-15 09:26:53,276.0,False
833,2025-02-15 09:31:54,276.0,False
833,2025-02-15 09:36:54,276.0,False
833,2025-02-15 09:41:54,268.0,False
833,2025-02-15 09:46:54,260.0,False
833,2025-02-15 09:51:54,260.0,False
833,2025-02-15 10:06:09,250.0,False
833,2025-02-15 10:11:09,242.0,False
833,2025-02-15 10:16:09,240.0,False
833,2025-02-15 10:21:09,234.0,False
833,2025-02-15 10:26:10,224.0,False
833,2025-02-15 10:31:10,222.0,False
833,2025-02-15 10:36:10,214.0,False
833,2025-02-15 10:51:06,206.0,False
833,2025-02-15 10:56:06,205.0,False
833,2025-02-15 11:01:06,205.0,False
833,2025-02-15 11:06:06,205.0,False
833,2025-02-15 11:11:07,205.0,False
833,2025-02-15 11:16:07,212.0,False
833,2025-02-15 11:26:37,220.0,False
833,2025-02-15 11:31:37,228.0,False
833,2025-02-15 11:36:37,230.0,False
833,2025-02-15 11:41:37,240.0,False
833,2025-02-15 11:46:38,242.0,False
833,2025-02-15 11:51:38,248.0,False
833,2025-02-15 11:56:38,254.0,False
833,2025-02-15 12:01:38,260.0,False
833,2025-02-15 12:06:38,264.0,False
833,2025-02-15 12:11:39,266.0,False
833,2025-02-15 12:16:39,262.0,False
833,2025-02-15 12:21:39,262.0,False
833,2025-02-15 12:26:39,258.0,False
833,2025-02-15 12:31:39,256.0,False
833,2025-02-15 12:36:40,254.0,False
833,2025-02-15 12:41:40,250.0,False
833,2025-02-15 12:52:08,242.0,False
833,2025-02-15 12:57:14,238.0,False
833,2025-02-15 13:02:08,234.0,False
833,2025-02-15 13:07:08,230.0,False
833,2025-02-15 13:12:09,226.0,False
833,2025-02-15 13:17:09,226.0,False
833,2025-02-15 13:22:09,220.0,False
833,2025-02-15 13:27:09,218.0,False
833,2025-02-15 13:32:09,214.0,False
833,2025-02-15 13:37:09,214.0,False
833,2025-02-15 13:42:10,210.0,False
833,2025-02-15 13:47:10,205.0,False
833,2025-02-15 13:52:10,214.0,False
833,2025-02-15 13:57:10,218.0,False
833,2025-02-15 14:02:10,224.0,False
833,2025-02-15 14:07:10,230.0,False
833,2025-02-15 14:12:12,238.0,False
833,2025-02-15 14:17:11,244.0,False
833,2025-02-15 14:29:05,260.0,False
833,2025-02-15 14:34:05,264.0,False
833,2025-02-15 14:39:05,270.0,False
833,2025-02-15 14:44:05,276.0,False
833,2025-02-15 14:49:05,284.0,False
833,2025-02-15 14:54:06,288.0,False
833,2025-02-15 14:59:06,294.0,False
833,2025-02-15 15:04:06,302.0,False
833,2025-02-15 15:09:07,306.0,False
833,2025-02-15 15:14:07,312.0,False
833,2025-02-15 15:19:07,324.0,False
833,2025-02-15 15:24:07,326.0,False
833,2025-02-15 15:29:07,330.0,False
833,2025-02-15 15:34:08,322.0,False
833,2025-02-15 15:39:08,324.0,False
833,2025-02-15 15:44:09,330.0,False
833,2025-02-15 15:49:09,312.0,False
833,2025-02-15 15:54:09,314.0,False
833,2025-02-15 15:59:09,310.0,False
833,2025-02-15 16:04:10,308.0,False
833,2025-02-15 16:09:10,302.0,False
833,2025-02-15 16:14:10,300.0,False
833,2025-02-15 16:29:00,292.0,False
833,2025-02-15 16:34:00,290.0,False
833,2025-02-15 16:39:00,290.0,False
833,2025-02-15 16:44:00,290.0,False
833,2025-02-15 16:49:00,282.0,False
833,2025-02-15 16:54:01,282.0,False
833,2025-02-15 16:59:01,276.0,False
833,2025-02-15 17:04:03,276.0,False
833,2025-02-15 17:09:01,278.0,False
833,2025-02-15 17:14:02,272.0,False
833,2025-02-15 17:19:02,270.0,False
833,2025-02-15 17:38:56,264.0,False
833,2025-02-15 17:43:56,260.0,False
833,2025-02-15 17:48:56,258.0,False
833,2025-02-15 17:53:56,256.0,False
833,2025-02-15 17:58:57,254.0,False
833,2025-02-15 18:12:01,266.0,False
833,2025-02-15 18:24:56,286.0,False
833,2025-02-15 18:29:57,294.0,False
833,2025-02-15 18:34:57,296.0,False
833,2025-02-15 18:39:57,304.0,False
833,2025-02-15 18:44:58,312.0,False
833,2025-02-15 18:49:58,328.0,False
833,2025-02-15 18:54:58,330.0,False
833,2025-02-15 18:59:58,344.0,False
833,2025-02-15 19:04:59,346.0,False
833,2025-02-15 19:10:00,364.0,False
833,2025-02-15 19:15:00,362.0,False
833,2025-02-15 19:20:00,364.0,False
833,2025-02-15 19:25:00,376.0,False
833,2025-02-15 19:30:00,374.0,False
833,2025-02-15 19:35:01,374.0,False
833,2025-02-15 19:47:00,360.0,False
833,2025-02-15 19:52:00,360.0,False
833,2025-02-15 19:57:01,358.0,False
833,2025-02-15 20:02:01,358.0,False
833,2025-02-15 20:07:00,358.0,False
833,2025-02-15 20:12:01,376.0,False
833,2025-02-15 20:17:01,360.0,False
833,2025-02-15 20:31:24,362.0,False
833,2025-02-15 20:36:24,366.0,False
833,2025-02-15 20:41:24,352.0,False
833,2025-02-15 20:46:25,368.0,False
833,2025-02-15 20:51:25,364.0,False
833,2025-02-15 21:01:34,358.0,False
833,2025-02-15 21:06:35,356.0,False
833,2025-02-15 21:11:35,356.0,False
833,2025-02-15 21:16:36,350.0,False
833,2025-02-15 21:21:36,350.0,False
833,2025-02-15 21:26:36,350.0,False
833,2025-02-15 21:31:36,348.0,False
833,2025-02-15 21:46:33,346.0,False
833,2025-02-15 21:58:50,344.0,False
833,2025-02-15 22:03:57,344.0,False
833,2025-02-15 22:08:55,344.0,False
833,2025-02-15 22:13:57,348.0,False
833,2025-02-15 22:18:57,346.0,False
833,2025-02-15 22:23:58,346.0,False
833,2025-02-15 22:35:43,350.0,False
833,2025-02-15 22:40:43,354.0,False
833,2025-02-15 22:51:19,358.0,False
833,2025-02-15 22:56:19,344.0,False
833,2025-02-15 23:01:19,368.0,False
833,2025-02-15 23:06:20,358.0,False
833,2025-02-15 23:11:21,364.0,False
833,2025-02-15 23:22:49,382.0,False
833,2025-02-15 23:27:49,392.0,False
833,2025-02-15 23:32:49,400.0,False
833,2025-02-15 23:37:49,408.0,False
833,2025-02-15 23:42:49,420.0,False
833,2025-02-16 00:03:31,454.0,False
833,2025-02-16 00:08:31,458.0,False
833,2025-02-16 00:13:31,458.0,False
833,2025-02-16 00:18:31,458.0,False
833,2025-02-16 00:23:32,458.0,False
833,2025-02-16 00:28:32,456.0,False
833,2025-02-16 00:33:32,456.0,False
833,2025-02-16 00:38:32,456.0,False
833,2025-02-16 00:43:32,456.0,False
833,2025-02-16 00:48:33,456.0,False
833,2025-02-16 00:53:33,456.0,False
833,2025-02-16 00:58:33,454.0,False
833,2025-02-16 01:08:41,454.0,False
833,2025-02-16 01:13:41,454.0,False
833,2025-02-16 01:18:41,450.0,False
833,2025-02-16 01:23:41,454.0,False
833,2025-02-16 01:28:42,450.0,False
833,2025-02-16 01:33:42,450.0,False
833,2025-02-16 01:38:42,448.0,False
833,2025-02-16 01:43:42,448.0,False
833,2025-02-16 01:48:43,448.0,False
833,2025-02-16 01:53:43,448.0,False
833,2025-02-16 01:58:43,448.0,False
833,2025-02-16 02:03:43,448.0,False
833,2025-02-16 02:08:43,446.0,False
833,2025-02-16 02:13:43,446.0,False
833,2025-02-16 02:18:44,446.0,False
833,2025-02-16 02:23:44,446.0,False
833,2025-02-16 02:28:44,446.0,False
833,2025-02-16 02:33:44,444.0,False
833,2025-02-16 02:38:44,444.0,False
833,2025-02-16 02:43:44,444.0,False
833,2025-02-16 02:48:45,444.0,False
833,2025-02-16 02:53:45,444.0,False
833,2025-02-16 02:58:45,442.0,False
833,2025-02-16 03:03:45,442.0,False
833,2025-02-16 03:08:45,442.0,False
833,2025-02-16 03:13:45,442.0,False
833,2025-02-16 03:18:47,440.0,False
833,2025-02-16 03:23:46,440.0,False
833,2025-02-16 03:28:46,440.0,False
833,2025-02-16 03:33:46,440.0,False
833,2025-02-16 03:38:47,440.0,False
833,2025-02-16 03:43:47,438.0,False
833,2025-02-16 03:48:47,438.0,False
833,2025-02-16 03:53:47,438.0,False
833,2025-02-16 04:07:51,436.0,False
833,2025-02-16 04:12:51,436.0,False
833,2025-02-16 04:17:52,440.0,False
833,2025-02-16 04:22:52,454.0,False
833,2025-02-16 04:27:52,458.0,False
833,2025-02-16 04:32:52,466.0,False
833,2025-02-16 04:37:52,478.0,False
833,2025-02-16 04:42:52,486.0,False
833,2025-02-16 04:47:53,496.0,False
833,2025-02-16 05:01:53,528.0,False
833,2025-02-16 05:16:01,542.0,False
833,2025-02-16 05:21:01,540.0,False
833,2025-02-16 05:26:02,540.0,False
833,2025-02-16 05:31:01,536.0,False
833,2025-02-16 05:36:01,540.0,False
833,2025-02-16 05:41:01,540.0,False
833,2025-02-16 05:46:01,538.0,False
833,2025-02-16 05:51:02,538.0,False
833,2025-02-16 06:03:21,536.0,False
833,2025-02-16 06:08:21,536.0,False
833,2025-02-16 06:23:21,532.0,False
833,2025-02-16 06:28:22,530.0,False
833,2025-02-16 06:33:21,538.0,False
833,2025-02-16 06:38:21,534.0,False
833,2025-02-16 06:43:21,534.0,False
833,2025-02-16 06:53:37,532.0,False
833,2025-02-16 07:03:40,526.0,False
833,2025-02-16 07:14:08,530.0,False
833,2025-02-16 07:19:09,526.0,False
833,2025-02-16 07:24:09,524.0,False
833,2025-02-16 07:29:10,524.0,False
833,2025-02-16 07:34:09,522.0,False
833,2025-02-16 07:39:09,522.0,False
833,2025-02-16 07:44:10,522.0,False
833,2025-02-16 07:49:10,524.0,False
833,2025-02-16 07:54:10,520.0,False
833,2025-02-16 07:59:10,520.0,False
833,2025-02-16 08:04:10,522.0,False
833,2025-02-16 08:09:11,522.0,False
833,2025-02-16 08:14:11,520.0,False
833,2025-02-16 08:19:11,520.0,False
833,2025-02-16 08:24:11,520.0,False
833,2025-02-16 08:38:57,518.0,False
833,2025-02-16 08:43:57,518.0,False
833,2025-02-16 08:48:57,516.0,False
833,2025-02-16 08:53:57,516.0,False
833,2025-02-16 09:08:50,514.0,False
833,2025-02-16 09:13:50,518.0,False
833,2025-02-16 09:18:50,516.0,False
833,2025-02-16 09:23:50,516.0,False
833,2025-02-16 09:28:51,514.0,False
833,2025-02-16 09:33:51,516.0,False
833,2025-02-16 09:38:51,512.0,False
833,2025-02-16 09:43:51,510.0,False
833,2025-02-16 09:48:51,508.0,False
833,2025-02-16 09:53:52,506.0,False
833,2025-02-16 09:58:52,500.0,False
833,2025-02-16 10:09:38,498.0,False
833,2025-02-16 10:14:37,496.0,False
833,2025-02-16 10:28:46,494.0,False
833,2025-02-16 10:33:47,498.0,False
833,2025-02-16 10:38:47,492.0,False
833,2025-02-16 10:43:47,494.0,False
833,2025-02-16 10:48:47,494.0,False
833,2025-02-16 10:53:47,502.0,False
833,2025-02-16 10:58:48,512.0,False
833,2025-02-16 11:03:48,520.0,False
833,2025-02-16 11:08:48,526.0,False
833,2025-02-16 11:13:49,530.0,False
833,2025-02-16 11:18:48,540.0,False
833,2025-02-16 11:23:48,554.0,False
833,2025-02-16 11:28:49,562.0,False
833,2025-02-16 11:41:50,596.0,False
833,2025-02-16 11:46:49,606.0,False
833,2025-02-16 11:51:50,588.0,False
833,2025-02-16 11:56:50,586.0,False
833,2025-02-16 12:01:50,584.0,False
833,2025-02-16 12:06:50,582.0,False
833,2025-02-16 12:11:50,590.0,False
833,2025-02-16 12:16:51,592.0,False
833,2025-02-16 12:29:26,606.0,False
833,2025-02-16 12:34:27,590.0,False
833,2025-02-16 12:39:26,582.0,False
833,2025-02-16 12:44:27,584.0,False
833,2025-02-16 12:49:27,584.0,False
833,2025-02-16 12:54:27,594.0,False
833,2025-02-16 12:59:28,594.0,False
833,2025-02-16 13:04:28,592.0,False
833,2025-02-16 13:09:29,582.0,False
833,2025-02-16 13:14:28,574.0,False
833,2025-02-16 13:19:28,572.0,False
833,2025-02-16 13:32:33,552.0,False
833,2025-02-16 13:37:33,552.0,False
833,2025-02-16 13:42:33,552.0,False
833,2025-02-16 13:47:33,546.0,False
833,2025-02-16 13:52:34,538.0,False
833,2025-02-16 13:57:34,532.0,False
833,2025-02-16 14:02:35,528.0,False
833,2025-02-16 14:13:50,518.0,False
833,2025-02-16 14:25:49,522.0,False
833,2025-02-16 14:30:50,526.0,False
833,2025-02-16 14:35:50,534.0,False
833,2025-02-16 14:40:50,540.0,False
833,2025-02-16 14:45:51,540.0,False
833,2025-02-16 14:50:51,540.0,False
833,2025-02-16 14:55:51,540.0,False
833,2025-02-16 15:00:51,554.0,False
833,2025-02-16 15:05:52,558.0,False
833,2025-02-16 15:10:52,566.0,False
833,2025-02-16 15:15:52,574.0,False
833,2025-02-16 15:20:52,578.0,False
833,2025-02-16 15:25:53,586.0,False
833,2025-02-16 15:30:53,590.0,False
833,2025-02-16 15:35:54,590.0,False
833,2025-02-16 15:40:54,594.0,False
833,2025-02-16 15:45:54,598.0,False
833,2025-02-16 15:50:54,598.0,False
833,2025-02-16 15:55:55,590.0,False
833,2025-02-16 16:00:55,588.0,False
833,2025-02-16 16:05:56,584.0,False
833,2025-02-16 16:10:56,588.0,False
833,2025-02-16 16:15:57,588.0,False
833,2025-02-16 16:29:59,602.0,False
833,2025-02-16 16:34:59,602.0,False
833,2025-02-16 16:40:01,592.0,False
833,2025-02-16 16:45:00,592.0,False
833,2025-02-16 16:50:00,582.0,False
833,2025-02-16 16:55:01,574.0,False
833,2025-02-16 17:00:01,572.0,False
833,2025-02-16 17:05:01,570.0,False
833,2025-02-16 17:10:01,560.0,False
833,2025-02-16 17:15:02,552.0,False
833,2025-02-16 17:28:18,544.0,False
833,2025-02-16 17:33:18,542.0,False
833,2025-02-16 17:38:18,534.0,False
833,2025-02-16 17:43:19,528.0,False
833,2025-02-16 17:48:19,524.0,False
833,2025-02-16 17:53:19,520.0,False
833,2025-02-16 17:58:19,520.0,False
833,2025-02-16 18:03:19,506.0,False
833,2025-02-16 18:08:19,502.0,False
833,2025-02-16 18:13:20,496.0,False
833,2025-02-16 18:18:20,488.0,False
833,2025-02-16 18:23:20,484.0,False
833,2025-02-16 18:28:21,478.0,False
833,2025-02-16 18:40:15,468.0,False
833,2025-02-16 18:45:15,458.0,False
833,2025-02-16 18:50:16,454.0,False
833,2025-02-16 18:55:16,458.0,False
833,2025-02-16 19:00:16,454.0,False
833,2025-02-16 19:05:16,462.0,False
833,2025-02-16 19:10:16,472.0,False
833,2025-02-16 19:22:19,478.0,False
833,2025-02-16 19:27:19,482.0,False
833,2025-02-16 19:32:19,482.0,False
833,2025-02-16 19:37:20,492.0,False
833,2025-02-16 19:42:20,496.0,False
833,2025-02-16 19:47:20,504.0,False
833,2025-02-16 19:52:21,508.0,False
833,2025-02-16 19:57:21,512.0,False
833,2025-02-16 20:11:01,508.0,False
833,2025-02-16 20:16:01,500.0,False
833,2025-02-16 20:21:02,496.0,False
833,2025-02-16 20:25:55,494.0,False
833,2025-02-16 20:26:29,494.0,False
833,2025-02-16 20:31:01,490.0,False
833,2025-02-16 20:36:02,486.0,False
833,2025-02-16 20:41:02,486.0,False
833,2025-02-16 20:46:02,484.0,False
833,2025-02-16 20:51:03,476.0,False
833,2025-02-16 20:56:03,466.0,False
833,2025-02-16 21:01:03,458.0,False
833,2025-02-16 21:06:03,454.0,False
833,2025-02-16 21:11:03,454.0,False
833,2025-02-16 21:16:04,458.0,False
833,2025-02-16 21:21:04,452.0,False
833,2025-02-16 21:26:04,438.0,False
833,2025-02-16 21:31:06,430.0,False
833,2025-02-16 21:36:05,430.0,False
833,2025-02-16 21:54:12,418.0,False
833,2025-02-16 22:04:15,414.0,False
833,2025-02-16 22:09:15,414.0,False
833,2025-02-16 22:14:15,414.0,False
833,2025-02-16 22:19:15,410.0,False
833,2025-02-16 22:24:17,410.0,False
833,2025-02-16 22:29:16,410.0,False
833,2025-02-16 22:34:53,408.0,False
833,2025-02-16 22:39:10,408.0,False
833,2025-02-16 22:44:11,408.0,False
833,2025-02-16 22:49:17,408.0,False
833,2025-02-16 22:54:17,408.0,False
833,2025-02-16 22:59:17,412.0,False
833,2025-02-16 23:04:17,420.0,False
833,2025-02-16 23:09:17,426.0,False
833,2025-02-16 23:14:18,438.0,False
833,2025-02-16 23:19:18,444.0,False
833,2025-02-16 23:24:18,452.0,False
833,2025-02-16 23:29:18,464.0,False
833,2025-02-16 23:34:19,464.0,False
833,2025-02-16 23:39:18,474.0,False
833,2025-02-16 23:44:19,488.0,False
833,2025-02-16 23:49:19,496.0,False
833,2025-02-16 23:54:19,510.0,False
833,2025-02-16 23:59:19,522.0,False
833,2025-02-17 00:04:19,526.0,False
833,2025-02-17 00:09:19,534.0,False
833,2025-02-17 00:14:19,540.0,False
833,2025-02-17 00:29:47,540.0,False
833,2025-02-17 00:34:47,540.0,False
833,2025-02-17 00:39:47,540.0,False
833,2025-02-17 00:44:47,540.0,False
833,2025-02-17 00:49:48,544.0,False
833,2025-02-17 00:54:48,538.0,False
833,2025-02-17 00:59:48,538.0,False
833,2025-02-17 01:04:49,538.0,False
833,2025-02-17 01:09:49,538.0,False
833,2025-02-17 01:21:26,540.0,False
833,2025-02-17 01:26:26,540.0,False
833,2025-02-17 01:39:53,540.0,False
833,2025-02-17 01:44:54,540.0,False
833,2025-02-17 01:49:55,540.0,False
833,2025-02-17 01:54:54,534.0,False
833,2025-02-17 01:59:54,538.0,False
833,2025-02-17 02:04:54,538.0,False
833,2025-02-17 02:09:55,534.0,False
833,2025-02-17 02:14:55,534.0,False
833,2025-02-17 02:19:55,538.0,False
833,2025-02-17 02:24:55,534.0,False
833,2025-02-17 02:29:55,534.0,False
833,2025-02-17 02:34:55,538.0,False
833,2025-02-17 02:39:56,536.0,False
833,2025-02-17 02:44:56,536.0,False
833,2025-02-17 02:49:57,536.0,False
833,2025-02-17 02:54:56,536.0,False
833,2025-02-17 02:59:56,536.0,False
833,2025-02-17 03:04:56,536.0,False
833,2025-02-17 03:09:57,536.0,False
833,2025-02-17 03:14:57,536.0,False
833,2025-02-17 03:19:57,536.0,False
833,2025-02-17 03:24:57,532.0,False
833,2025-02-17 03:30:03,530.0,False
833,2025-02-17 03:35:01,530.0,False
833,2025-02-17 03:39:58,534.0,False
833,2025-02-17 03:44:58,534.0,False
833,2025-02-17 03:49:59,530.0,False
833,2025-02-17 03:54:58,530.0,False
833,2025-02-17 03:59:58,530.0,False
833,2025-02-17 04:04:58,534.0,False
833,2025-02-17 04:09:59,534.0,False
833,2025-02-17 04:14:59,532.0,False
833,2025-02-17 04:26:12,532.0,False
833,2025-02-17 04:31:12,532.0,False
833,2025-02-17 04:36:12,532.0,False
833,2025-02-17 04:41:12,532.0,False
833,2025-02-17 04:46:13,532.0,False
833,2025-02-17 04:51:13,528.0,False
833,2025-02-17 04:56:13,528.0,False
833,2025-02-17 05:31:24,526.0,False
833,2025-02-17 05:45:50,556.0,False
833,2025-02-17 05:59:27,596.0,False
833,2025-02-17 06:04:27,600.0,False
833,2025-02-17 06:27:47,592.0,False
833,2025-02-17 06:32:48,592.0,False
833,2025-02-17 06:37:47,588.0,False
833,2025-02-17 06:42:48,586.0,False
833,2025-02-17 06:47:48,586.0,False
833,2025-02-17 06:58:26,582.0,False
833,2025-02-17 07:03:26,596.0,False
833,2025-02-17 07:08:26,596.0,False
833,2025-02-17 07:20:19,572.0,False
833,2025-02-17 07:25:19,572.0,False
833,2025-02-17 07:30:19,572.0,False
833,2025-02-17 07:35:20,560.0,False
833,2025-02-17 07:47:05,546.0,False
833,2025-02-17 07:58:24,540.0,False
833,2025-02-17 08:03:24,534.0,False
833,2025-02-17 08:08:24,526.0,False
833,2025-02-17 08:13:24,518.0,False
833,2025-02-17 08:18:24,518.0,False
833,2025-02-17 08:30:34,506.0,False
833,2025-02-17 08:35:34,498.0,False
833,2025-02-17 08:40:34,494.0,False
833,2025-02-17 08:45:34,490.0,False
833,2025-02-17 08:57:06,478.0,False
833,2025-02-17 09:02:06,474.0,False
833,2025-02-17 09:07:06,466.0,False
833,2025-02-17 09:12:06,462.0,False
833,2025-02-17 09:31:53,448.0,False
833,2025-02-17 09:36:54,438.0,False
833,2025-02-17 09:41:54,430.0,False
833,2025-02-17 09:46:54,434.0,False
833,2025-02-17 09:51:54,454.0,False
833,2025-02-17 09:56:54,442.0,False
833,2025-02-17 10:01:54,444.0,False
833,2025-02-17 10:06:55,450.0,False
833,2025-02-17 10:11:55,462.0,False
833,2025-02-17 10:16:55,470.0,False
833,2025-02-17 10:21:55,476.0,False
833,2025-02-17 10:26:55,488.0,False
833,2025-02-17 10:31:55,462.0,False
833,2025-02-17 10:36:55,464.0,False
833,2025-02-17 10:41:55,472.0,False
833,2025-02-17 10:46:55,476.0,False
833,2025-02-17 10:51:56,466.0,False
833,2025-02-17 10:56:56,478.0,False
833,2025-02-17 11:01:56,472.0,False
833,2025-02-17 11:06:56,472.0,False
833,2025-02-17 11:11:56,478.0,False
833,2025-02-17 11:16:56,480.0,False
833,2025-02-17 11:21:56,486.0,False
833,2025-02-17 11:26:56,488.0,False
833,2025-02-17 11:31:57,484.0,False
833,2025-02-17 11:36:57,486.0,False
833,2025-02-17 11:41:57,500.0,False
833,2025-02-17 11:46:57,490.0,False
833,2025-02-17 11:51:57,482.0,False
833,2025-02-17 11:56:57,490.0,False
833,2025-02-17 12:01:58,488.0,False
833,2025-02-17 12:06:58,492.0,False
833,2025-02-17 12:11:58,490.0,False
833,2025-02-17 12:16:58,494.0,False
833,2025-02-17 12:31:20,496.0,False
833,2025-02-17 12:36:20,510.0,False
833,2025-02-17 12:41:20,506.0,False
833,2025-02-17 12:46:20,506.0,False
833,2025-02-17 12:57:58,512.0,False
833,2025-02-17 13:02:59,514.0,False
833,2025-02-17 13:07:59,516.0,False
833,2025-02-17 13:12:59,518.0,False
833,2025-02-17 13:17:59,526.0,False
833,2025-02-17 13:22:59,530.0,False
833,2025-02-17 13:27:59,528.0,False
833,2025-02-17 13:33:00,532.0,False
833,2025-02-17 13:38:00,530.0,False
833,2025-02-17 13:43:00,546.0,False
833,2025-02-17 13:48:00,550.0,False
833,2025-02-17 13:53:00,560.0,False
833,2025-02-17 13:58:00,564.0,False
833,2025-02-17 14:03:00,568.0,False
833,2025-02-17 14:08:01,566.0,False
833,2025-02-17 14:13:00,566.0,False
833,2025-02-17 14:18:01,568.0,False
833,2025-02-17 14:23:01,570.0,False
833,2025-02-17 14:28:01,570.0,False
833,2025-02-17 14:39:12,588.0,False
833,2025-02-17 14:44:13,596.0,False
833,2025-02-17 14:49:13,592.0,False
833,2025-02-17 14:54:13,608.0,False
833,2025-02-17 14:59:13,588.0,False
833,2025-02-17 15:04:14,596.0,False
833,2025-02-17 15:16:15,586.0,False
833,2025-02-17 15:21:16,588.0,False
833,2025-02-17 15:26:10,592.0,False
833,2025-02-17 15:31:16,598.0,False
833,2025-02-17 15:36:16,604.0,False
833,2025-02-17 15:49:21,602.0,False
833,2025-02-17 15:54:22,590.0,False
833,2025-02-17 15:59:22,586.0,False
833,2025-02-17 16:04:22,586.0,False
833,2025-02-17 16:09:23,606.0,False
833,2025-02-17 16:20:51,594.0,False
833,2025-02-17 16:25:52,592.0,False
833,2025-02-17 16:30:52,574.0,False
833,2025-02-17 16:35:52,582.0,False
833,2025-02-17 16:40:52,582.0,False
833,2025-02-17 16:45:53,572.0,False
833,2025-02-17 16:50:53,564.0,False
833,2025-02-17 16:55:53,562.0,False
833,2025-02-17 17:00:54,556.0,False
833,2025-02-17 17:05:54,548.0,False
833,2025-02-17 17:10:55,546.0,False
833,2025-02-17 17:15:55,536.0,False
833,2025-02-17 17:20:55,536.0,False
833,2025-02-17 17:25:55,546.0,False
