device_id,time,distance,noise
468,2025-02-15 00:05:51,420.0,False
468,2025-02-15 00:19:43,380.0,False
468,2025-02-15 00:24:43,370.0,False
468,2025-02-15 00:29:43,362.0,False
468,2025-02-15 00:34:43,332.0,False
468,2025-02-15 00:44:01,330.0,False
468,2025-02-15 00:49:01,332.0,False
468,2025-02-15 00:54:01,338.0,False
468,2025-02-15 00:59:01,342.0,False
468,2025-02-15 01:04:01,344.0,False
468,2025-02-15 01:09:01,348.0,False
468,2025-02-15 01:14:00,350.0,False
468,2025-02-15 01:19:00,352.0,False
468,2025-02-15 01:24:00,356.0,False
468,2025-02-15 01:29:00,360.0,False
468,2025-02-15 01:34:00,370.0,False
468,2025-02-15 01:38:59,372.0,False
468,2025-02-15 01:43:59,380.0,False
468,2025-02-15 01:48:59,382.0,False
468,2025-02-15 01:53:59,386.0,False
468,2025-02-15 01:58:59,388.0,False
468,2025-02-15 02:03:58,398.0,False
468,2025-02-15 02:08:58,402.0,False
468,2025-02-15 02:13:58,410.0,False
468,2025-02-15 02:18:58,414.0,False
468,2025-02-15 02:23:58,418.0,False
468,2025-02-15 02:28:58,420.0,False
468,2025-02-15 02:33:58,424.0,False
468,2025-02-15 02:38:58,428.0,False
468,2025-02-15 02:43:57,430.0,False
468,2025-02-15 02:51:42,438.0,False
468,2025-02-15 02:56:42,442.0,False
468,2025-02-15 03:01:42,444.0,False
468,2025-02-15 03:06:42,446.0,False
468,2025-02-15 03:11:42,450.0,False
468,2025-02-15 03:16:42,458.0,False
468,2025-02-15 03:21:42,456.0,False
468,2025-02-15 03:26:41,460.0,False
468,2025-02-15 03:31:41,460.0,False
468,2025-02-15 03:36:41,460.0,False
468,2025-02-15 03:41:41,466.0,False
468,2025-02-15 03:46:41,462.0,False
468,2025-02-15 03:51:41,436.0,False
468,2025-02-15 03:56:41,442.0,False
468,2025-02-15 04:01:41,406.0,False
468,2025-02-15 04:06:41,398.0,False
468,2025-02-15 04:11:40,378.0,False
468,2025-02-15 04:16:40,366.0,False
468,2025-02-15 04:21:40,350.0,False
468,2025-02-15 04:26:40,336.0,False
468,2025-02-15 04:31:40,316.0,False
468,2025-02-15 04:39:25,308.0,False
468,2025-02-15 04:44:24,310.0,False
468,2025-02-15 04:49:24,310.0,False
468,2025-02-15 04:54:24,312.0,False
468,2025-02-15 05:07:58,312.0,False
468,2025-02-15 05:12:58,312.0,False
468,2025-02-15 05:17:58,314.0,False
468,2025-02-15 05:22:58,314.0,False
468,2025-02-15 05:29:22,316.0,False
468,2025-02-15 05:33:24,318.0,False
468,2025-02-15 05:38:06,314.0,False
468,2025-02-15 05:43:06,318.0,False
468,2025-02-15 05:48:06,318.0,False
468,2025-02-15 05:53:06,320.0,False
468,2025-02-15 05:58:06,316.0,False
468,2025-02-15 06:03:06,320.0,False
468,2025-02-15 06:08:06,320.0,False
468,2025-02-15 06:13:06,322.0,False
468,2025-02-15 06:18:06,324.0,False
468,2025-02-15 06:23:06,326.0,False
468,2025-02-15 06:31:25,326.0,False
468,2025-02-15 06:36:25,326.0,False
468,2025-02-15 06:41:25,328.0,False
468,2025-02-15 06:46:26,328.0,False
468,2025-02-15 06:51:28,330.0,False
468,2025-02-15 06:56:29,330.0,False
468,2025-02-15 07:06:47,332.0,False
468,2025-02-15 07:11:46,334.0,False
468,2025-02-15 07:19:19,334.0,False
468,2025-02-15 07:24:20,336.0,False
468,2025-02-15 07:29:19,332.0,False
468,2025-02-15 07:35:22,336.0,False
468,2025-02-15 07:39:19,336.0,False
468,2025-02-15 07:44:19,336.0,False
468,2025-02-15 07:49:19,336.0,False
468,2025-02-15 07:54:19,334.0,False
468,2025-02-15 07:59:19,338.0,False
468,2025-02-15 08:04:19,334.0,False
468,2025-02-15 08:09:19,336.0,False
468,2025-02-15 08:14:19,336.0,False
468,2025-02-15 08:19:19,336.0,False
468,2025-02-15 08:24:19,340.0,False
468,2025-02-15 08:29:19,342.0,False
468,2025-02-15 08:34:19,338.0,False
468,2025-02-15 08:39:19,340.0,False
468,2025-02-15 08:44:18,344.0,False
468,2025-02-15 08:49:19,344.0,False
468,2025-02-15 08:54:19,344.0,False
468,2025-02-15 09:08:04,348.0,False
468,2025-02-15 09:13:04,350.0,False
468,2025-02-15 09:18:04,350.0,False
468,2025-02-15 09:22:58,348.0,False
468,2025-02-15 09:27:58,354.0,False
468,2025-02-15 09:35:26,354.0,False
468,2025-02-15 09:40:26,358.0,False
468,2025-02-15 09:45:26,360.0,False
468,2025-02-15 09:50:26,358.0,False
468,2025-02-15 09:55:26,358.0,False
468,2025-02-15 10:00:21,360.0,False
468,2025-02-15 10:05:21,366.0,False
468,2025-02-15 10:10:20,366.0,False
468,2025-02-15 10:18:57,370.0,False
468,2025-02-15 10:23:57,376.0,False
468,2025-02-15 10:28:57,378.0,False
468,2025-02-15 10:33:58,382.0,False
468,2025-02-15 10:38:58,390.0,False
468,2025-02-15 10:43:58,396.0,False
468,2025-02-15 10:48:58,402.0,False
468,2025-02-15 10:53:58,410.0,False
468,2025-02-15 10:58:59,412.0,False
468,2025-02-15 11:03:59,416.0,False
468,2025-02-15 11:08:59,420.0,False
468,2025-02-15 11:13:59,426.0,False
468,2025-02-15 11:19:00,430.0,False
468,2025-02-15 11:24:00,436.0,False
468,2025-02-15 11:29:00,444.0,False
468,2025-02-15 11:34:00,448.0,False
468,2025-02-15 11:39:01,458.0,False
468,2025-02-15 11:45:24,464.0,False
468,2025-02-15 11:50:25,450.0,False
468,2025-02-15 11:55:25,450.0,False
468,2025-02-15 12:04:35,410.0,False
468,2025-02-15 12:14:09,398.0,False
468,2025-02-15 12:19:10,382.0,False
468,2025-02-15 12:24:10,374.0,False
468,2025-02-15 12:29:11,372.0,False
468,2025-02-15 12:34:11,366.0,False
468,2025-02-15 12:39:12,348.0,False
468,2025-02-15 12:44:56,334.0,False
468,2025-02-15 12:49:57,328.0,False
468,2025-02-15 12:54:51,330.0,False
468,2025-02-15 12:59:58,340.0,False
468,2025-02-15 13:04:58,350.0,False
468,2025-02-15 13:09:59,358.0,False
468,2025-02-15 13:14:59,366.0,False
468,2025-02-15 13:24:12,384.0,False
468,2025-02-15 13:33:02,396.0,False
468,2025-02-15 13:38:02,402.0,False
468,2025-02-15 13:43:39,412.0,False
